run_name  , processor, model , parameters, status , generation_count, latency, total_tokens, prompt_tokens, completion_tokens, parameters.1, timestamp , test_date, category                  , trace_id, batch_id
2d66_tpusg, tpusg    , phi4  , False     , success,                1,   14.7 ,         2499,          1806,               693, False       , 1755536237,      8.2 , phi4_tpusg_NP             , 2d663362, phi4_fac9_tpusg
3cc6_tpusg, tpusg    , phi4  , False     , success,                1,   15.72,         2552,          1806,               746, False       , 1755536310,      8.18, phi4_tpusg_NP             , 3cc6623d, phi4_e41c_tpusg
3cc6_tpusg, tpusg    , phi4  , False     , success,                1,   15.72,         2552,          1806,               746, False       , 1755536310,      8.2 , phi4_tpusg_NP             , 3cc6623d, phi4_7e93_tpusg
5562_tpusg, tpusg    , phi4  , False     , success,                2,   43.76,         5994,          3854,              2140, False       , 1755536385,      8.18, phi4_tpusg_NP             , 55620860, phi4_bdb7_tpusg
5562_tpusg, tpusg    , phi4  , False     , success,                2,   43.76,         5994,          3854,              2140, False       , 1755536385,      8.2 , phi4_tpusg_NP             , 55620860, phi4_3db0_tpusg
8d31_tpusg, tpusg    , phi4  , False     , success,                1,   17.53,         2634,          1806,               828, False       , 1755536495,      8.18, phi4_tpusg_NP             , 8d315ff9, phi4_8fb9_tpusg
8d31_tpusg, tpusg    , phi4  , False     , success,                1,   17.53,         2634,          1806,               828, False       , 1755536495,      8.2 , phi4_tpusg_NP             , 8d315ff9, phi4_d6fe_tpusg
fdf6_tpusg, tpusg    , phi4  , False     , success,                5,  108.95,        15330,          9998,              5332, False       , 1755536572,      8.18, phi4_tpusg_NP             , fdf6ab4e, phi4_89c4_tpusg
fdf6_tpusg, tpusg    , phi4  , False     , success,                5,  108.95,        15330,          9998,              5332, False       , 1755536572,      8.2 , phi4_tpusg_NP             , fdf6ab4e, phi4_f63f_tpusg
beb3_tpusg, tpusg    , phi4  , False     , success,                1,   18.84,         2710,          1806,               904, False       , 1755536772,      8.18, phi4_tpusg_NP             , beb3229a, phi4_46f4_tpusg
beb3_tpusg, tpusg    , phi4  , False     , success,                1,   18.84,         2710,          1806,               904, False       , 1755536772,      8.2 , phi4_tpusg_NP             , beb3229a, phi4_2152_tpusg
73cf_tpusg, tpusg    , phi4  , False     , success,                1,   18.08,         2675,          1806,               869, False       , 1755536850,      8.18, phi4_tpusg_NP             , 73cf8b27, phi4_ca84_tpusg
73cf_tpusg, tpusg    , phi4  , False     , success,                1,   18.08,         2675,          1806,               869, False       , 1755536850,      8.2 , phi4_tpusg_NP             , 73cf8b27, phi4_c172_tpusg
9f9b_tpusg, tpusg    , phi4  , False     , success,                1,   17.14,         2622,          1806,               816, False       , 1755536923,      8.18, phi4_tpusg_NP             , 9f9be779, phi4_f880_tpusg
9f9b_tpusg, tpusg    , phi4  , False     , success,                1,   17.14,         2622,          1806,               816, False       , 1755536923,      8.2 , phi4_tpusg_NP             , 9f9be779, phi4_d7f3_tpusg
006d_tpusg, tpusg    , phi4  , False     , failure,                5,  105.14,        15123,          9998,              5125, False       , 1755536998,      8.18, phi4_tpusg_NP             , 006d4f73, phi4_4485_tpusg
006d_tpusg, tpusg    , phi4  , False     , failure,                5,  105.14,        15123,          9998,              5125, False       , 1755536998,      8.2 , phi4_tpusg_NP             , 006d4f73, phi4_e4bf_tpusg
0cc8_tpusg, tpusg    , phi4  , False     , success,                1,   15.57,         2545,          1806,               739, False       , 1755537151,      8.18, phi4_tpusg_NP             , 0cc89be8, phi4_3959_tpusg
0cc8_tpusg, tpusg    , phi4  , False     , success,                1,   15.57,         2545,          1806,               739, False       , 1755537151,      8.2 , phi4_tpusg_NP             , 0cc89be8, phi4_4aa4_tpusg
3b28_tpusg, tpusg    , phi4  , False     , success,                1,   16.95,         2618,          1806,               812, False       , 1755537225,      8.18, phi4_tpusg_NP             , 3b284102, phi4_8644_tpusg
3b28_tpusg, tpusg    , phi4  , False     , success,                1,   16.95,         2618,          1806,               812, False       , 1755537225,      8.2 , phi4_tpusg_NP             , 3b284102, phi4_2478_tpusg
8729_tpusg, tpusg    , phi4  , False     , success,                1,   19.74,         2764,          1806,               958, False       , 1755537301,      8.18, phi4_tpusg_NP             , 872906c0, phi4_76b0_tpusg
8729_tpusg, tpusg    , phi4  , False     , success,                1,   19.74,         2764,          1806,               958, False       , 1755537301,      8.2 , phi4_tpusg_NP             , 872906c0, phi4_57dd_tpusg
c459_pysg , psg      , phi4  , False     , success,                4,   76.23,        11309,          7742,              3567, False       , 1753885916,      7.3 , phi4_psg_NP               , c4593086, phi4_85a9_psg
5956_pysg , psg      , phi4  , False     , success,                3,   66.74,         8866,          5694,              3172, False       , 1753886031,      7.3 , phi4_psg_NP               , 59566d9a, phi4_85a9_psg
5c84_pysg , psg      , phi4  , False     , success,                1,   13.72,         2233,          1598,               635, False       , 1753886104,      7.3 , phi4_psg_NP               , 5c842f26, phi4_85a9_psg
ea05_pysg , psg      , phi4  , False     , success,                1,   16.18,         2357,          1598,               759, False       , 1753886156,      7.3 , phi4_psg_NP               , ea053ed4, phi4_85a9_psg
90f0_pysg , psg      , phi4  , False     , success,                1,   14.31,         2259,          1598,               661, False       , 1753886209,      7.3 , phi4_psg_NP               , 90f0dc15, phi4_85a9_psg
1c24_pysg , psg      , phi4  , False     , success,                3,   48.52,         7935,          5694,              2241, False       , 1753886262,      7.3 , phi4_psg_NP               , 1c24c385, phi4_85a9_psg
8b65_pysg , psg      , phi4  , False     , failure,                5,   84.02,        13673,          9790,              3883, False       , 1753886317,      7.3 , phi4_psg_NP               , 8b6587cd, phi4_85a9_psg
1212_pysg , psg      , phi4  , False     , failure,                5,   83.66,        13672,          9790,              3882, False       , 1753886409,      7.3 , phi4_psg_NP               , 12129c51, phi4_85a9_psg
5074_pysg , psg      , phi4  , False     , success,                5,   76.12,        13278,          9790,              3488, False       , 1753886499,      7.3 , phi4_psg_NP               , 5074eec8, phi4_85a9_psg
151c_pysg , psg      , phi4  , False     , failure,                5,   85.21,        13746,          9790,              3956, False       , 1753886583,      7.3 , phi4_psg_NP               , 151c23e1, phi4_85a9_psg
f72b_pysg , psg      , phi4  , False     , success,                4,   73.14,        11184,          7742,              3442, False       , 1753886675,      7.3 , phi4_psg_NP               , f72b2529, phi4_85a9_psg
0f23_pysg , psg      , phi4  , False     , success,                5,   88.45,        13694,          9570,              4124, False       , 1753886774,      7.3 , phi4_psg_NP               , 0f23a588, phi4_85a9_psg
e043_pysg , psg      , phi4  , False     , success,                5,   91.5 ,        14073,          9790,              4283, False       , 1753886869,      7.3 , phi4_psg_NP               , e043c086, phi4_85a9_psg
93c4_pysg , psg      , phi4  , False     , failure,                5,   83.33,        13661,          9790,              3871, False       , 1753886992,      7.3 , phi4_psg_NP               , 93c476c4, phi4_85a9_psg
f27c_pysg , psg      , phi4  , False     , success,                3,   49.43,         7993,          5694,              2299, False       , 1753887083,      7.3 , phi4_psg_NP               , f27c4644, phi4_85a9_psg
a0cf_pysg , psg      , phi4  , False     , success,                4,   68.24,        10932,          7742,              3190, False       , 1753887139,      7.3 , phi4_psg_NP               , a0cf0eef, phi4_85a9_psg
8bd4_pysg , psg      , phi4  , False     , failure,                5,   98.59,        14447,          9790,              4657, False       , 1753887215,      7.3 , phi4_psg_NP               , 8bd43a52, phi4_85a9_psg
455f_pysg , psg      , phi4  , False     , failure,                5,   94.16,        14199,          9790,              4409, False       , 1753887321,      7.3 , phi4_psg_NP               , 455ffdb4, phi4_85a9_psg
1b55_pysg , psg      , phi4  , False     , success,                1,   14.7 ,         2287,          1598,               689, False       , 1753887423,      7.3 , phi4_psg_NP               , 1b55cd0f, phi4_85a9_psg
3286_pysg , psg      , phi4  , False     , failure,                5,   85.51,        13751,          9790,              3961, False       , 1753887475,      7.3 , phi4_psg_NP               , 3286ec0d, phi4_85a9_psg
e796_pysg , psg      , phi4  , False     , success,                1,   16.6 ,         2371,          1598,               773, False       , 1753887568,      7.3 , phi4_psg_NP               , e79675f6, phi4_85a9_psg
ca7f_pysg , psg      , phi4  , False     , failure,                5,   89.58,        13954,          9790,              4164, False       , 1753887623,      7.3 , phi4_psg_NP               , ca7fa1f6, phi4_85a9_psg
303e_pysg , psg      , phi4  , False     , failure,                5,   79.14,        13466,          9790,              3676, False       , 1753887721,      7.3 , phi4_psg_NP               , 303e503c, phi4_85a9_psg
7a05_pysg , psg      , phi4  , False     , success,                4,   68.06,        10898,          7742,              3156, False       , 1753887807,      7.3 , phi4_psg_NP               , 7a05fb0d, phi4_85a9_psg
1429_pysg , psg      , phi4  , False     , failure,                5,   89.19,        13844,          9790,              4054, False       , 1753887883,      7.3 , phi4_psg_NP               , 1429962f, phi4_85a9_psg
3169_pysg , psg      , phi4  , False     , success,                1,   15.45,         2296,          1598,               698, False       , 1753887979,      7.3 , phi4_psg_NP               , 3169519b, phi4_85a9_psg
8c80_pysg , psg      , phi4  , False     , success,                5,   89.95,        13841,          9790,              4051, False       , 1753888033,      7.3 , phi4_psg_NP               , 8c806a7e, phi4_85a9_psg
f610_pysg , psg      , phi4  , False     , failure,                5,  102.67,        14467,          9790,              4677, False       , 1753888131,      7.3 , phi4_psg_NP               , f6107d7c, phi4_85a9_psg
c802_pysg , psg      , phi4  , False     , success,                2,   40.32,         5492,          3646,              1846, False       , 1753888241,      7.3 , phi4_psg_NP               , c8023795, phi4_85a9_psg
3d70_pysg , psg      , phi4  , False     , failure,                5,   94.93,        14084,          9790,              4294, False       , 1753888288,      7.3 , phi4_psg_NP               , 3d702eb0, phi4_85a9_psg
d544_tpusg, tpusg    , phi4  , False     , success,                2,   55.6 ,         5871,          3854,              2017, False       , 1753883095,      7.3 , phi4_tpusg_NP             , d54479fd, phi4_85a9_tpusg
392a_tpusg, tpusg    , phi4  , False     , success,                3,   66.82,         9098,          5902,              3196, False       , 1753883218,      7.3 , phi4_tpusg_NP             , 392aed53, phi4_85a9_tpusg
a202_tpusg, tpusg    , phi4  , False     , success,                1,   23.23,         2906,          1806,              1100, False       , 1753883359,      7.3 , phi4_tpusg_NP             , a2023b4a, phi4_85a9_tpusg
0f12_tpusg, tpusg    , phi4  , False     , success,                2,   39.15,         5702,          3854,              1848, False       , 1753883441,      7.3 , phi4_tpusg_NP             , 0f126758, phi4_85a9_tpusg
0b55_tpusg, tpusg    , phi4  , False     , success,                1,   20.07,         2747,          1806,               941, False       , 1753883546,      7.3 , phi4_tpusg_NP             , 0b55a27f, phi4_85a9_tpusg
374d_tpusg, tpusg    , phi4  , False     , success,                1,   17.4 ,         2604,          1806,               798, False       , 1753883627,      7.3 , phi4_tpusg_NP             , 374ddc39, phi4_85a9_tpusg
3fb1_tpusg, tpusg    , phi4  , False     , success,                1,   18.27,         2649,          1806,               843, False       , 1753883702,      7.3 , phi4_tpusg_NP             , 3fb10dcd, phi4_85a9_tpusg
e016_tpusg, tpusg    , phi4  , False     , success,                1,   19.09,         2689,          1806,               883, False       , 1753883779,      7.3 , phi4_tpusg_NP             , e016b5e7, phi4_85a9_tpusg
7bf9_tpusg, tpusg    , phi4  , False     , success,                1,   16.08,         2525,          1806,               719, False       , 1753883856,      7.3 , phi4_tpusg_NP             , 7bf9ea7f, phi4_85a9_tpusg
fbfb_tpusg, tpusg    , phi4  , False     , success,                2,   45.14,         5824,          3854,              1970, False       , 1753883931,      7.3 , phi4_tpusg_NP             , fbfbb01b, phi4_85a9_tpusg
4490_tpusg, tpusg    , phi4  , False     , success,                1,   25.98,         2844,          1806,              1038, False       , 1753884039,      7.3 , phi4_tpusg_NP             , 449008df, phi4_85a9_tpusg
8e01_tpusg, tpusg    , phi4  , False     , success,                1,   26.13,         2992,          1806,              1186, False       , 1753884123,      7.3 , phi4_tpusg_NP             , 8e0162a7, phi4_85a9_tpusg
0586_tpusg, tpusg    , phi4  , False     , success,                4,   97.05,        12308,          7875,              4433, False       , 1753884204,      7.3 , phi4_tpusg_NP             , 058689f5, phi4_85a9_tpusg
6b40_tpusg, tpusg    , phi4  , False     , success,                1,   20.59,         2744,          1806,               938, False       , 1753884375,      7.3 , phi4_tpusg_NP             , 6b400442, phi4_85a9_tpusg
2fa0_tpusg, tpusg    , phi4  , False     , success,                3,   63.79,         8829,          5902,              2927, False       , 1753884455,      7.3 , phi4_tpusg_NP             , 2fa09e93, phi4_85a9_tpusg
9583_tpusg, tpusg    , phi4  , False     , success,                2,   45.38,         5951,          3854,              2097, False       , 1753884592,      7.3 , phi4_tpusg_NP             , 95834f79, phi4_85a9_tpusg
585d_tpusg, tpusg    , phi4  , False     , success,                2,   39.02,         5684,          3854,              1830, False       , 1753884704,      7.3 , phi4_tpusg_NP             , 585da405, phi4_85a9_tpusg
dd53_tpusg, tpusg    , phi4  , False     , success,                1,   21.97,         2850,          1806,              1044, False       , 1753884810,      7.3 , phi4_tpusg_NP             , dd530656, phi4_85a9_tpusg
5199_tpusg, tpusg    , phi4  , False     , success,                1,   20.73,         2778,          1806,               972, False       , 1753884887,      7.3 , phi4_tpusg_NP             , 51992109, phi4_85a9_tpusg
bd5c_tpusg, tpusg    , phi4  , False     , success,                1,   19.72,         2732,          1806,               926, False       , 1753884967,      7.3 , phi4_tpusg_NP             , bd5ca91c, phi4_85a9_tpusg
496c_tpusg, tpusg    , phi4  , False     , success,                1,   21.77,         2825,          1806,              1019, False       , 1753885045,      7.3 , phi4_tpusg_NP             , 496c264a, phi4_85a9_tpusg
63ae_tpusg, tpusg    , phi4  , False     , success,                1,   20.74,         2782,          1806,               976, False       , 1753885125,      7.3 , phi4_tpusg_NP             , 63aeb14a, phi4_85a9_tpusg
9bae_tpusg, tpusg    , phi4  , False     , success,                1,   16.46,         2563,          1806,               757, False       , 1753885204,      7.3 , phi4_tpusg_NP             , 9baefe3b, phi4_85a9_tpusg
368c_tpusg, tpusg    , phi4  , False     , success,                2,   43.15,         5884,          3854,              2030, False       , 1753885279,      7.3 , phi4_tpusg_NP             , 368c0d11, phi4_85a9_tpusg
d92b_tpusg, tpusg    , phi4  , False     , success,                1,   19.72,         2735,          1806,               929, False       , 1753885388,      7.3 , phi4_tpusg_NP             , d92bae51, phi4_85a9_tpusg
a7d4_tpusg, tpusg    , phi4  , False     , success,                2,   46.5 ,         6076,          3854,              2222, False       , 1753885466,      7.3 , phi4_tpusg_NP             , a7d40f6a, phi4_85a9_tpusg
cf6f_tpusg, tpusg    , phi4  , False     , success,                2,   38.44,         5655,          3854,              1801, False       , 1753885578,      7.3 , phi4_tpusg_NP             , cf6ff531, phi4_85a9_tpusg
cd1e_tpusg, tpusg    , phi4  , False     , success,                1,   20.18,         2751,          1806,               945, False       , 1753885684,      7.3 , phi4_tpusg_NP             , cd1e42b6, phi4_85a9_tpusg
4b06_tpusg, tpusg    , phi4  , False     , success,                1,   19.78,         2735,          1806,               929, False       , 1753885762,      7.3 , phi4_tpusg_NP             , 4b0689be, phi4_85a9_tpusg
7813_tpusg, tpusg    , phi4  , False     , success,                1,   17.29,         2611,          1806,               805, False       , 1753885841,      7.3 , phi4_tpusg_NP             , 7813eda3, phi4_85a9_tpusg
67a5_pysg , psg      , phi4  , True      , success,                1,   13.53,         2242,          1598,               644, True        , 1755532726,      8.19, phi4_psg_P                , 67a5a2af, phi4_2b61_psg
67a5_pysg , psg      , phi4  , True      , success,                1,   13.53,         2242,          1598,               644, True        , 1755532726,      8.17, phi4_psg_P                , 67a5a2af, phi4_354e_psg
8d92_pysg , psg      , phi4  , True      , success,                1,   13.5 ,         2242,          1598,               644, True        , 1755532780,      8.19, phi4_psg_P                , 8d925156, phi4_16d0_psg
8d92_pysg , psg      , phi4  , True      , success,                1,   13.5 ,         2242,          1598,               644, True        , 1755532780,      8.17, phi4_psg_P                , 8d925156, phi4_3bc8_psg
e3dd_pysg , psg      , phi4  , True      , success,                1,   13.76,         2245,          1598,               647, True        , 1755532835,      8.19, phi4_psg_P                , e3dd830d, phi4_b529_psg
e3dd_pysg , psg      , phi4  , True      , success,                1,   13.76,         2245,          1598,               647, True        , 1755532835,      8.17, phi4_psg_P                , e3dd830d, phi4_edd8_psg
c221_pysg , psg      , phi4  , True      , success,                1,   13.81,         2245,          1598,               647, True        , 1755532888,      8.19, phi4_psg_P                , c2219308, phi4_16b5_psg
c221_pysg , psg      , phi4  , True      , success,                1,   13.81,         2245,          1598,               647, True        , 1755532888,      8.17, phi4_psg_P                , c2219308, phi4_1f27_psg
51d3_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755532939,      8.19, phi4_psg_P                , 51d343e7, phi4_1322_psg
51d3_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755532939,      8.17, phi4_psg_P                , 51d343e7, phi4_fac8_psg
be4b_pysg , psg      , phi4  , True      , success,                1,   13.5 ,         2242,          1598,               644, True        , 1755532991,      8.19, phi4_psg_P                , be4b4ae1, phi4_f807_psg
be4b_pysg , psg      , phi4  , True      , success,                1,   13.5 ,         2242,          1598,               644, True        , 1755532991,      8.17, phi4_psg_P                , be4b4ae1, phi4_34e1_psg
47c8_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755533045,      8.19, phi4_psg_P                , 47c8f2b8, phi4_917c_psg
47c8_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755533045,      8.17, phi4_psg_P                , 47c8f2b8, phi4_cd80_psg
d05b_pysg , psg      , phi4  , True      , success,                1,   13.55,         2245,          1598,               647, True        , 1755533096,      8.19, phi4_psg_P                , d05ba8dc, phi4_4e68_psg
d05b_pysg , psg      , phi4  , True      , success,                1,   13.55,         2245,          1598,               647, True        , 1755533096,      8.17, phi4_psg_P                , d05ba8dc, phi4_7baf_psg
063a_pysg , psg      , phi4  , True      , success,                1,   13.5 ,         2242,          1598,               644, True        , 1755533150,      8.19, phi4_psg_P                , 063a1fa1, phi4_653a_psg
063a_pysg , psg      , phi4  , True      , success,                1,   13.5 ,         2242,          1598,               644, True        , 1755533150,      8.17, phi4_psg_P                , 063a1fa1, phi4_56d1_psg
22f8_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755533203,      8.19, phi4_psg_P                , 22f82e85, phi4_5901_psg
22f8_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755533203,      8.17, phi4_psg_P                , 22f82e85, phi4_b0b3_psg
a601_pysg , psg      , phi4  , True      , success,                1,   13.49,         2242,          1598,               644, True        , 1755533254,      8.19, phi4_psg_P                , a601fd71, phi4_d028_psg
a601_pysg , psg      , phi4  , True      , success,                1,   13.49,         2242,          1598,               644, True        , 1755533254,      8.17, phi4_psg_P                , a601fd71, phi4_0637_psg
ee15_pysg , psg      , phi4  , True      , success,                1,   13.5 ,         2242,          1598,               644, True        , 1755533308,      8.19, phi4_psg_P                , ee155283, phi4_759f_psg
ee15_pysg , psg      , phi4  , True      , success,                1,   13.5 ,         2242,          1598,               644, True        , 1755533308,      8.17, phi4_psg_P                , ee155283, phi4_7854_psg
c1a2_pysg , psg      , phi4  , True      , success,                1,   13.56,         2245,          1598,               647, True        , 1755533361,      8.19, phi4_psg_P                , c1a25589, phi4_7ce4_psg
c1a2_pysg , psg      , phi4  , True      , success,                1,   13.56,         2245,          1598,               647, True        , 1755533361,      8.17, phi4_psg_P                , c1a25589, phi4_a07b_psg
b4c5_pysg , psg      , phi4  , True      , success,                1,   13.56,         2245,          1598,               647, True        , 1755533415,      8.19, phi4_psg_P                , b4c57100, phi4_fdb4_psg
b4c5_pysg , psg      , phi4  , True      , success,                1,   13.56,         2245,          1598,               647, True        , 1755533415,      8.17, phi4_psg_P                , b4c57100, phi4_0b7f_psg
f29f_pysg , psg      , phi4  , True      , success,                1,   13.55,         2245,          1598,               647, True        , 1755533469,      8.19, phi4_psg_P                , f29f7068, phi4_1bd3_psg
f29f_pysg , psg      , phi4  , True      , success,                1,   13.55,         2245,          1598,               647, True        , 1755533469,      8.17, phi4_psg_P                , f29f7068, phi4_68f8_psg
26f1_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755533523,      8.19, phi4_psg_P                , 26f12e72, phi4_8833_psg
26f1_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755533523,      8.17, phi4_psg_P                , 26f12e72, phi4_6fe8_psg
f96e_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755533577,      8.19, phi4_psg_P                , f96ed91f, phi4_e55c_psg
f96e_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755533577,      8.17, phi4_psg_P                , f96ed91f, phi4_7fa6_psg
65f8_pysg , psg      , phi4  , True      , success,                1,   13.49,         2242,          1598,               644, True        , 1755533630,      8.19, phi4_psg_P                , 65f852e8, phi4_cfd5_psg
65f8_pysg , psg      , phi4  , True      , success,                1,   13.49,         2242,          1598,               644, True        , 1755533630,      8.17, phi4_psg_P                , 65f852e8, phi4_1a7d_psg
0d7d_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755533684,      8.19, phi4_psg_P                , 0d7d5df8, phi4_454f_psg
0d7d_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755533684,      8.17, phi4_psg_P                , 0d7d5df8, phi4_c513_psg
69e6_pysg , psg      , phi4  , True      , success,                1,   13.69,         2242,          1598,               644, True        , 1755533738,      8.19, phi4_psg_P                , 69e6cbf4, phi4_95da_psg
69e6_pysg , psg      , phi4  , True      , success,                1,   13.69,         2242,          1598,               644, True        , 1755533738,      8.17, phi4_psg_P                , 69e6cbf4, phi4_2f36_psg
ae74_pysg , psg      , phi4  , True      , success,                1,   13.75,         2242,          1598,               644, True        , 1755533793,      8.19, phi4_psg_P                , ae74f663, phi4_e32f_psg
ae74_pysg , psg      , phi4  , True      , success,                1,   13.75,         2242,          1598,               644, True        , 1755533793,      8.17, phi4_psg_P                , ae74f663, phi4_0a39_psg
a3ce_pysg , psg      , phi4  , True      , success,                1,   13.52,         2242,          1598,               644, True        , 1755533846,      8.19, phi4_psg_P                , a3ce03d7, phi4_62ec_psg
a3ce_pysg , psg      , phi4  , True      , success,                1,   13.52,         2242,          1598,               644, True        , 1755533846,      8.17, phi4_psg_P                , a3ce03d7, phi4_2243_psg
d4fa_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755533898,      8.19, phi4_psg_P                , d4fad384, phi4_0919_psg
d4fa_pysg , psg      , phi4  , True      , success,                1,   13.51,         2242,          1598,               644, True        , 1755533898,      8.17, phi4_psg_P                , d4fad384, phi4_645b_psg
eab5_pysg , psg      , phi4  , True      , success,                1,   13.57,         2245,          1598,               647, True        , 1755533952,      8.19, phi4_psg_P                , eab579ee, phi4_c421_psg
eab5_pysg , psg      , phi4  , True      , success,                1,   13.57,         2245,          1598,               647, True        , 1755533952,      8.17, phi4_psg_P                , eab579ee, phi4_f41e_psg
59e3_pysg , psg      , phi4  , True      , success,                1,   13.55,         2245,          1598,               647, True        , 1755534006,      8.19, phi4_psg_P                , 59e36cdf, phi4_05a4_psg
59e3_pysg , psg      , phi4  , True      , success,                1,   13.55,         2245,          1598,               647, True        , 1755534006,      8.17, phi4_psg_P                , 59e36cdf, phi4_573b_psg
6816_pysg , psg      , phi4  , True      , success,                1,   13.53,         2242,          1598,               644, True        , 1755534058,      8.19, phi4_psg_P                , 681679f3, phi4_19e1_psg
6816_pysg , psg      , phi4  , True      , success,                1,   13.53,         2242,          1598,               644, True        , 1755534058,      8.17, phi4_psg_P                , 681679f3, phi4_7d8f_psg
8065_pysg , psg      , phi4  , True      , success,                1,   13.58,         2245,          1598,               647, True        , 1755534112,      8.19, phi4_psg_P                , 80658183, phi4_97b4_psg
8065_pysg , psg      , phi4  , True      , success,                1,   13.58,         2245,          1598,               647, True        , 1755534112,      8.17, phi4_psg_P                , 80658183, phi4_b597_psg
e42f_pysg , psg      , phi4  , True      , success,                1,   13.5 ,         2242,          1598,               644, True        , 1755534166,      8.19, phi4_psg_P                , e42fd08e, phi4_e9a0_psg
e42f_pysg , psg      , phi4  , True      , success,                1,   13.5 ,         2242,          1598,               644, True        , 1755534166,      8.17, phi4_psg_P                , e42fd08e, phi4_ac9e_psg
9589_pysg , psg      , phi4  , True      , success,                1,   13.56,         2245,          1598,               647, True        , 1755534219,      8.19, phi4_psg_P                , 9589bb2c, phi4_a28c_psg
9589_pysg , psg      , phi4  , True      , success,                1,   13.56,         2245,          1598,               647, True        , 1755534219,      8.17, phi4_psg_P                , 9589bb2c, phi4_872d_psg
62fe_pysg , psg      , phi4  , True      , success,                1,   13.55,         2245,          1598,               647, True        , 1755534271,      8.19, phi4_psg_P                , 62fec0e6, phi4_f88b_psg
62fe_pysg , psg      , phi4  , True      , success,                1,   13.55,         2245,          1598,               647, True        , 1755534271,      8.17, phi4_psg_P                , 62fec0e6, phi4_31df_psg
be06_tpusg, tpusg    , phi4  , True      , success,                1,   28.11,         2756,          1806,               950, True        , 1755530360,      8.19, phi4_tpusg_P              , be0603a0, phi4_e9f3_tpusg
be06_tpusg, tpusg    , phi4  , True      , success,                1,   28.11,         2756,          1806,               950, True        , 1755530360,      8.17, phi4_tpusg_P              , be0603a0, phi4_0622_tpusg
6661_tpusg, tpusg    , phi4  , True      , success,                1,   19.65,         2757,          1806,               951, True        , 1755530447,      8.19, phi4_tpusg_P              , 6661f06a, phi4_c7b4_tpusg
6661_tpusg, tpusg    , phi4  , True      , success,                1,   19.65,         2757,          1806,               951, True        , 1755530447,      8.17, phi4_tpusg_P              , 6661f06a, phi4_03d7_tpusg
892b_tpusg, tpusg    , phi4  , True      , success,                1,   19.13,         2732,          1806,               926, True        , 1755530525,      8.19, phi4_tpusg_P              , 892bcdad, phi4_4a2c_tpusg
892b_tpusg, tpusg    , phi4  , True      , success,                1,   19.13,         2732,          1806,               926, True        , 1755530525,      8.17, phi4_tpusg_P              , 892bcdad, phi4_3c2a_tpusg
c7ab_tpusg, tpusg    , phi4  , True      , success,                1,   19.17,         2732,          1806,               926, True        , 1755530605,      8.19, phi4_tpusg_P              , c7ab1703, phi4_33d5_tpusg
c7ab_tpusg, tpusg    , phi4  , True      , success,                1,   19.17,         2732,          1806,               926, True        , 1755530605,      8.17, phi4_tpusg_P              , c7ab1703, phi4_57dd_tpusg
338e_tpusg, tpusg    , phi4  , True      , success,                1,   19.45,         2750,          1806,               944, True        , 1755530684,      8.19, phi4_tpusg_P              , 338e9382, phi4_9b2e_tpusg
338e_tpusg, tpusg    , phi4  , True      , success,                1,   19.45,         2750,          1806,               944, True        , 1755530684,      8.17, phi4_tpusg_P              , 338e9382, phi4_76ce_tpusg
273b_tpusg, tpusg    , phi4  , True      , success,                1,   19.46,         2750,          1806,               944, True        , 1755530762,      8.19, phi4_tpusg_P              , 273bf776, phi4_1666_tpusg
273b_tpusg, tpusg    , phi4  , True      , success,                1,   19.46,         2750,          1806,               944, True        , 1755530762,      8.17, phi4_tpusg_P              , 273bf776, phi4_8ef4_tpusg
a282_tpusg, tpusg    , phi4  , True      , success,                1,   19.6 ,         2756,          1806,               950, True        , 1755530841,      8.19, phi4_tpusg_P              , a2825f71, phi4_50e4_tpusg
a282_tpusg, tpusg    , phi4  , True      , success,                1,   19.6 ,         2756,          1806,               950, True        , 1755530841,      8.17, phi4_tpusg_P              , a2825f71, phi4_2ab1_tpusg
c06a_tpusg, tpusg    , phi4  , True      , success,                1,   19.57,         2756,          1806,               950, True        , 1755530920,      8.19, phi4_tpusg_P              , c06af380, phi4_9115_tpusg
c06a_tpusg, tpusg    , phi4  , True      , success,                1,   19.57,         2756,          1806,               950, True        , 1755530920,      8.17, phi4_tpusg_P              , c06af380, phi4_8dc3_tpusg
